saldo_cuenta,meses,historia_crediticia,uso,cantidad,saldo_cuenta_ahorro,años_trabajando,tasa_de_interes,genero_estado_civil,aval,años_actual_domicilio,activos,edad,planes_de_pago,casa,numero_creditos,situacion_laboral,dependientes_economicos,telefono,extranjero,credito_pagado
menor_a_cero,6,no_ha_pagado,coche_nuevo,1361,menor_100,menor_a_1,2,hombre_soltero,,4,bienes_raices,40,,propia,1,obrero,2,0,0,1
sin_cuenta,36,no_ha_pagado,mobiliario,7127,menor_100,menor_a_1,2,mujer_no_soltera,,4,seguro_vida,23,,renta,2,gobierno,1,1,1,0
menor_a_cero,6,pago_algun_credito,coche_nuevo,1203,100_a_500,mas_de_7,3,hombre_soltero,,2,seguro_vida,43,,propia,1,gobierno,1,1,1,1
sin_cuenta,6,no_ha_pagado,TV,700,,mas_de_7,4,hombre_soltero,,4,sin_activos,36,,prestada,2,gobierno,1,0,1,1
sin_cuenta,24,no_ha_pagado,reparaciones,5507,menor_100,mas_de_7,3,hombre_soltero,,4,sin_activos,44,,prestada,2,gobierno,1,0,1,1
menor_a_cero,18,pago_algun_credito,TV,3190,menor_100,1_a_4,2,mujer_no_soltera,,2,bienes_raices,24,,propia,1,gobierno,1,0,1,0
menor_a_cero,48,sin_creditos,mobiliario,7119,menor_100,1_a_4,3,hombre_soltero,,4,sin_activos,53,,prestada,2,gobierno,2,0,1,0
sin_cuenta,24,pago_algun_credito,coche_usado,3488,100_a_500,4_a_7,3,mujer_no_soltera,,4,otro_tipo,23,,propia,1,gobierno,1,0,1,1
cero_a_200,18,pago_algun_credito,TV,1113,menor_100,1_a_4,4,mujer_no_soltera,aval,4,bienes_raices,26,,propia,1,obrero,2,0,1,1
cero_a_200,26,pago_algun_credito,coche_usado,7966,menor_100,menor_a_1,2,hombre_soltero,,3,otro_tipo,30,,propia,2,gobierno,1,0,1,1
sin_cuenta,15,no_ha_pagado,colegiaturas,1532,100_a_500,1_a_4,4,mujer_no_soltera,,3,otro_tipo,31,,propia,1,gobierno,1,0,1,1
sin_cuenta,4,no_ha_pagado,TV,1503,menor_100,4_a_7,2,hombre_soltero,,1,bienes_raices,42,,propia,2,obrero,2,0,1,1
menor_a_cero,36,pago_algun_credito,TV,2302,menor_100,1_a_4,4,hombre_divorciado,,4,otro_tipo,31,,renta,1,gobierno,1,0,1,0
menor_a_cero,6,pago_algun_credito,coche_nuevo,662,menor_100,menor_a_1,3,hombre_soltero,,4,bienes_raices,41,,propia,1,obrero,2,1,1,1
cero_a_200,36,pago_algun_credito,colegiaturas,2273,menor_100,4_a_7,3,hombre_soltero,,1,otro_tipo,32,,propia,2,gobierno,2,0,1,1
cero_a_200,15,pago_algun_credito,coche_nuevo,2631,100_a_500,1_a_4,2,mujer_no_soltera,,4,otro_tipo,28,,renta,2,gobierno,1,1,1,0
sin_cuenta,12,pago_retrasado,coche_usado,1503,menor_100,1_a_4,4,hombre_divorciado,,4,bienes_raices,41,,renta,1,gobierno,1,0,1,1
sin_cuenta,24,pago_algun_credito,TV,1311,100_a_500,4_a_7,4,hombre_divorciado,,3,seguro_vida,26,,propia,1,gobierno,1,1,1,1
sin_cuenta,24,pago_algun_credito,TV,3105,,menor_a_1,4,hombre_soltero,,2,otro_tipo,25,,propia,2,gobierno,1,0,1,1
mas_de_200,21,no_ha_pagado,colegiaturas,2319,menor_100,menor_a_1,2,hombre_divorciado,,1,otro_tipo,33,,renta,1,gobierno,1,0,1,0
menor_a_cero,6,pago_algun_credito,coche_nuevo,1374,,desempleado,4,mujer_no_soltera,,3,seguro_vida,75,,propia,1,administrativo,1,1,1,1
cero_a_200,18,no_ha_pagado,mobiliario,3612,menor_100,mas_de_7,3,mujer_no_soltera,,4,seguro_vida,37,,propia,1,gobierno,1,1,1,1
menor_a_cero,48,pago_algun_credito,coche_nuevo,7763,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,42,bancario,prestada,1,administrativo,1,0,1,0
mas_de_200,18,pago_algun_credito,mobiliario,3049,menor_100,menor_a_1,1,mujer_no_soltera,,1,seguro_vida,45,departamental,propia,1,obrero,1,0,1,1
cero_a_200,12,pago_algun_credito,TV,1534,menor_100,menor_a_1,1,hombre_divorciado,,1,bienes_raices,23,,renta,1,gobierno,1,0,1,0
sin_cuenta,24,pago_retrasado,coche_nuevo,2032,menor_100,mas_de_7,4,hombre_soltero,,4,sin_activos,60,,prestada,2,gobierno,1,1,1,1
menor_a_cero,30,pago_algun_credito,mobiliario,6350,,mas_de_7,4,hombre_soltero,,4,seguro_vida,31,,propia,1,gobierno,1,0,1,0
mas_de_200,18,pago_algun_credito,mobiliario,2864,menor_100,1_a_4,2,hombre_soltero,,1,bienes_raices,34,,propia,1,obrero,2,0,1,0
sin_cuenta,12,no_ha_pagado,coche_nuevo,1255,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,61,,propia,2,obrero,1,0,1,1
menor_a_cero,24,pago_retrasado,coche_nuevo,1333,menor_100,desempleado,4,hombre_soltero,,2,bienes_raices,43,,prestada,2,gobierno,2,0,1,0
sin_cuenta,24,no_ha_pagado,coche_nuevo,2022,menor_100,1_a_4,4,mujer_no_soltera,,4,otro_tipo,37,,propia,1,gobierno,1,1,1,1
sin_cuenta,24,pago_algun_credito,TV,1552,menor_100,4_a_7,3,hombre_soltero,,1,otro_tipo,32,bancario,propia,1,gobierno,2,0,1,1
menor_a_cero,12,pago_todos,TV,626,menor_100,1_a_4,4,mujer_no_soltera,,4,bienes_raices,24,bancario,propia,1,obrero,1,0,1,0
sin_cuenta,48,no_ha_pagado,coche_usado,8858,,4_a_7,2,hombre_soltero,,1,sin_activos,35,,prestada,2,gobierno,1,1,1,1
sin_cuenta,12,no_ha_pagado,reparaciones,996,,4_a_7,4,mujer_no_soltera,,4,bienes_raices,23,,propia,2,gobierno,1,0,1,1
sin_cuenta,6,pago_todos,TV,1750,500_a_1000,mas_de_7,2,hombre_soltero,,4,seguro_vida,45,bancario,propia,1,obrero,2,0,1,1
menor_a_cero,48,pago_algun_credito,TV,6999,menor_100,4_a_7,1,hombre_divorciado,aval,1,bienes_raices,34,,propia,2,gobierno,1,1,1,0
cero_a_200,12,no_ha_pagado,coche_nuevo,1995,100_a_500,menor_a_1,4,hombre_soltero,,1,otro_tipo,27,,propia,1,gobierno,1,0,1,1
cero_a_200,9,pago_algun_credito,colegiaturas,1199,menor_100,4_a_7,4,mujer_no_soltera,,4,seguro_vida,67,,propia,2,administrativo,1,1,1,1
cero_a_200,12,pago_algun_credito,TV,1331,menor_100,menor_a_1,2,hombre_soltero,,1,otro_tipo,22,departamental,propia,1,gobierno,1,0,1,0
cero_a_200,18,sin_creditos,coche_nuevo,2278,100_a_500,menor_a_1,3,mujer_no_soltera,,3,otro_tipo,28,,propia,2,gobierno,1,0,1,0
sin_cuenta,21,sin_creditos,coche_nuevo,5003,,1_a_4,1,mujer_no_soltera,,4,seguro_vida,29,bancario,propia,2,gobierno,1,1,1,0
menor_a_cero,24,pago_todos,mobiliario,3552,menor_100,4_a_7,3,hombre_soltero,,4,otro_tipo,27,bancario,propia,1,gobierno,1,0,1,0
cero_a_200,18,no_ha_pagado,mobiliario,1928,menor_100,menor_a_1,2,hombre_soltero,,2,bienes_raices,31,,propia,2,obrero,1,0,1,0
menor_a_cero,24,pago_algun_credito,coche_usado,2964,,mas_de_7,4,hombre_soltero,,4,sin_activos,49,bancario,prestada,1,gobierno,2,1,1,1
menor_a_cero,24,pago_todos,TV,1546,menor_100,4_a_7,4,hombre_soltero,aval,4,otro_tipo,24,bancario,renta,1,obrero,1,0,1,0
mas_de_200,6,pago_retrasado,TV,683,menor_100,menor_a_1,2,mujer_no_soltera,,1,seguro_vida,29,bancario,propia,1,gobierno,1,0,1,1
cero_a_200,36,pago_algun_credito,coche_nuevo,12389,,1_a_4,1,hombre_soltero,,4,sin_activos,37,,prestada,1,gobierno,1,1,1,0
cero_a_200,24,pago_retrasado,poner_negocio,4712,,1_a_4,4,hombre_soltero,,2,seguro_vida,37,bancario,propia,2,administrativo,1,1,1,1
cero_a_200,24,pago_retrasado,TV,1553,100_a_500,4_a_7,3,mujer_no_soltera,,2,seguro_vida,23,,renta,2,gobierno,1,1,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,1372,menor_100,4_a_7,2,hombre_divorciado,,3,otro_tipo,36,,propia,1,gobierno,1,0,1,0
sin_cuenta,24,no_ha_pagado,TV,2578,mas_de_1000,mas_de_7,2,hombre_soltero,,2,otro_tipo,34,,propia,1,gobierno,1,0,1,1
cero_a_200,48,pago_algun_credito,TV,3979,,4_a_7,4,hombre_soltero,,1,otro_tipo,41,,propia,2,gobierno,2,1,1,1
menor_a_cero,48,pago_algun_credito,TV,6758,menor_100,1_a_4,3,mujer_no_soltera,,2,otro_tipo,31,,propia,1,gobierno,1,1,1,0
menor_a_cero,24,pago_algun_credito,mobiliario,3234,menor_100,menor_a_1,4,mujer_no_soltera,,4,bienes_raices,23,,renta,1,obrero,1,1,1,0
sin_cuenta,30,no_ha_pagado,TV,5954,menor_100,4_a_7,3,hombre_soltero,,2,otro_tipo,38,,propia,1,gobierno,1,0,1,1
sin_cuenta,24,pago_algun_credito,coche_usado,5433,,desempleado,2,mujer_no_soltera,,4,seguro_vida,26,,renta,1,administrativo,1,1,1,1
menor_a_cero,15,pago_algun_credito,poner_negocio,806,menor_100,1_a_4,4,mujer_no_soltera,,4,seguro_vida,22,,propia,1,obrero,1,0,1,1
cero_a_200,9,pago_algun_credito,TV,1082,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,27,,propia,2,obrero,1,0,1,1
sin_cuenta,15,no_ha_pagado,mobiliario,2788,menor_100,4_a_7,2,mujer_no_soltera,,3,otro_tipo,24,bancario,propia,2,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,TV,2930,menor_100,4_a_7,2,mujer_no_soltera,,1,bienes_raices,27,,propia,1,gobierno,1,0,1,1
sin_cuenta,24,no_ha_pagado,colegiaturas,1927,,1_a_4,3,mujer_no_soltera,,2,otro_tipo,33,,propia,2,gobierno,1,1,1,1
cero_a_200,36,no_ha_pagado,coche_nuevo,2820,menor_100,menor_a_1,4,hombre_divorciado,,4,otro_tipo,27,,propia,2,gobierno,1,0,1,0
sin_cuenta,24,pago_algun_credito,reestructuración,937,menor_100,menor_a_1,4,hombre_divorciado,,3,otro_tipo,27,,propia,2,obrero,1,0,1,1
cero_a_200,18,no_ha_pagado,coche_nuevo,1056,menor_100,mas_de_7,3,hombre_soltero,aval,3,bienes_raices,30,bancario,propia,2,gobierno,1,0,1,0
cero_a_200,12,no_ha_pagado,coche_nuevo,3124,menor_100,menor_a_1,1,hombre_soltero,,3,bienes_raices,49,bancario,propia,2,obrero,2,0,1,1
sin_cuenta,9,pago_algun_credito,mobiliario,1388,menor_100,1_a_4,4,mujer_no_soltera,,2,bienes_raices,26,,renta,1,gobierno,1,0,1,1
cero_a_200,36,pago_algun_credito,reparaciones,2384,menor_100,menor_a_1,4,hombre_soltero,,1,sin_activos,33,,renta,1,obrero,1,0,1,0
sin_cuenta,12,pago_algun_credito,coche_nuevo,2133,,mas_de_7,4,mujer_no_soltera,,4,sin_activos,52,,prestada,1,administrativo,1,1,1,1
menor_a_cero,18,pago_algun_credito,mobiliario,2039,menor_100,1_a_4,1,mujer_no_soltera,,4,bienes_raices,20,bancario,renta,1,gobierno,1,0,1,0
menor_a_cero,9,no_ha_pagado,coche_nuevo,2799,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,36,,renta,2,gobierno,2,0,1,1
menor_a_cero,12,pago_algun_credito,mobiliario,1289,menor_100,1_a_4,4,hombre_soltero,aval,1,seguro_vida,21,,propia,1,obrero,1,0,1,1
menor_a_cero,18,pago_algun_credito,utensilios_hogar,1217,menor_100,1_a_4,4,hombre_divorciado,,3,bienes_raices,47,,propia,1,obrero,1,1,1,0
menor_a_cero,12,no_ha_pagado,mobiliario,2246,menor_100,mas_de_7,3,hombre_soltero,,3,seguro_vida,60,,propia,2,gobierno,1,0,1,0
menor_a_cero,12,no_ha_pagado,TV,385,menor_100,4_a_7,4,mujer_no_soltera,,3,bienes_raices,58,,propia,4,obrero,1,1,1,1
cero_a_200,24,pago_retrasado,coche_nuevo,1965,,1_a_4,4,mujer_no_soltera,,4,otro_tipo,42,,renta,2,gobierno,1,1,1,1
sin_cuenta,21,pago_algun_credito,poner_negocio,1572,mas_de_1000,mas_de_7,4,mujer_no_soltera,,4,bienes_raices,36,bancario,propia,1,obrero,1,0,1,1
cero_a_200,24,pago_algun_credito,coche_nuevo,2718,menor_100,1_a_4,3,mujer_no_soltera,,4,seguro_vida,20,,renta,1,obrero,1,1,1,0
menor_a_cero,24,pago_todos,otros,1358,,mas_de_7,4,hombre_soltero,,3,otro_tipo,40,departamental,propia,1,administrativo,1,1,1,0
cero_a_200,6,pago_todos,coche_nuevo,931,100_a_500,menor_a_1,1,mujer_no_soltera,,1,seguro_vida,32,departamental,propia,1,obrero,1,0,1,0
menor_a_cero,24,pago_algun_credito,coche_nuevo,1442,menor_100,4_a_7,4,mujer_no_soltera,,4,otro_tipo,23,,renta,2,gobierno,1,0,1,0
cero_a_200,24,sin_creditos,poner_negocio,4241,menor_100,1_a_4,1,hombre_soltero,,4,bienes_raices,36,,propia,3,obrero,1,1,1,0
sin_cuenta,18,no_ha_pagado,coche_nuevo,2775,menor_100,4_a_7,2,hombre_soltero,,2,seguro_vida,31,bancario,propia,2,gobierno,1,0,1,0
sin_cuenta,24,pago_retrasado,poner_negocio,3863,menor_100,1_a_4,1,hombre_soltero,,2,sin_activos,32,,prestada,1,gobierno,1,0,1,1
cero_a_200,7,pago_algun_credito,TV,2329,menor_100,menor_a_1,1,mujer_no_soltera,aval,1,bienes_raices,45,,propia,1,gobierno,1,0,1,1
cero_a_200,9,pago_algun_credito,mobiliario,918,menor_100,1_a_4,4,mujer_no_soltera,,1,seguro_vida,30,,propia,1,gobierno,1,0,1,0
cero_a_200,24,pago_todos,colegiaturas,1837,menor_100,4_a_7,4,mujer_no_soltera,,4,sin_activos,34,bancario,prestada,1,obrero,1,0,1,0
sin_cuenta,36,pago_algun_credito,mobiliario,3349,menor_100,1_a_4,4,mujer_no_soltera,,2,otro_tipo,28,,propia,1,administrativo,1,1,1,0
mas_de_200,10,pago_algun_credito,mobiliario,1275,menor_100,menor_a_1,4,mujer_no_soltera,,2,seguro_vida,23,,propia,1,gobierno,1,0,1,1
menor_a_cero,24,pago_todos,mobiliario,2828,500_a_1000,1_a_4,4,hombre_soltero,,4,bienes_raices,22,departamental,propia,1,gobierno,1,1,1,1
sin_cuenta,24,no_ha_pagado,poner_negocio,4526,menor_100,1_a_4,3,hombre_soltero,,2,bienes_raices,74,,propia,1,administrativo,1,1,1,1
cero_a_200,36,pago_algun_credito,TV,2671,100_a_500,1_a_4,4,mujer_no_soltera,,4,sin_activos,50,,prestada,1,gobierno,1,0,1,0
sin_cuenta,18,pago_algun_credito,TV,2051,menor_100,menor_a_1,4,hombre_soltero,,1,bienes_raices,33,,propia,1,gobierno,1,0,1,1
sin_cuenta,15,pago_algun_credito,coche_usado,1300,,mas_de_7,4,hombre_soltero,,4,sin_activos,45,bancario,prestada,1,gobierno,2,0,1,1
menor_a_cero,12,pago_algun_credito,utensilios_hogar,741,100_a_500,desempleado,4,mujer_no_soltera,,3,seguro_vida,22,,propia,1,gobierno,1,0,1,0
mas_de_200,10,pago_algun_credito,coche_nuevo,1240,100_a_500,mas_de_7,1,mujer_no_soltera,,4,sin_activos,48,,prestada,1,obrero,2,0,1,0
menor_a_cero,21,pago_algun_credito,TV,3357,mas_de_1000,menor_a_1,4,mujer_no_soltera,,2,otro_tipo,29,bancario,propia,1,gobierno,1,0,1,1
menor_a_cero,24,pago_todos,coche_usado,3632,menor_100,1_a_4,1,mujer_no_soltera,aval,4,otro_tipo,22,bancario,renta,1,gobierno,1,0,0,1
sin_cuenta,18,pago_retrasado,mobiliario,1808,menor_100,4_a_7,4,mujer_no_soltera,,1,bienes_raices,22,,propia,1,gobierno,1,0,1,0
cero_a_200,48,sin_creditos,poner_negocio,12204,,1_a_4,2,hombre_soltero,,2,otro_tipo,48,bancario,propia,1,administrativo,1,1,1,1
cero_a_200,60,pago_retrasado,TV,9157,,1_a_4,2,hombre_soltero,,2,sin_activos,27,,prestada,1,administrativo,1,0,1,1
menor_a_cero,6,no_ha_pagado,coche_nuevo,3676,menor_100,1_a_4,1,hombre_soltero,,3,bienes_raices,37,,renta,3,gobierno,2,0,1,1
cero_a_200,30,pago_algun_credito,mobiliario,3441,100_a_500,1_a_4,2,mujer_no_soltera,,4,otro_tipo,21,,renta,1,gobierno,1,0,1,0
sin_cuenta,12,pago_algun_credito,coche_nuevo,640,menor_100,1_a_4,4,hombre_divorciado,,2,bienes_raices,49,,propia,1,obrero,1,0,1,1
cero_a_200,21,no_ha_pagado,poner_negocio,3652,menor_100,4_a_7,2,hombre_soltero,,3,seguro_vida,27,,propia,2,gobierno,1,0,1,1
sin_cuenta,18,no_ha_pagado,coche_nuevo,1530,menor_100,1_a_4,3,hombre_soltero,,2,seguro_vida,32,bancario,propia,2,gobierno,1,0,1,0
sin_cuenta,48,pago_algun_credito,poner_negocio,3914,,1_a_4,4,hombre_divorciado,,2,bienes_raices,38,bancario,propia,1,gobierno,1,0,1,0
menor_a_cero,12,pago_algun_credito,mobiliario,1858,menor_100,menor_a_1,4,mujer_no_soltera,,1,otro_tipo,22,,renta,1,gobierno,1,0,1,1
menor_a_cero,18,pago_algun_credito,TV,2600,menor_100,1_a_4,4,hombre_soltero,,4,sin_activos,65,,prestada,2,gobierno,1,0,1,0
sin_cuenta,15,pago_algun_credito,TV,1979,,mas_de_7,4,hombre_soltero,,2,otro_tipo,35,,propia,1,gobierno,1,0,1,1
mas_de_200,6,pago_algun_credito,mobiliario,2116,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,41,,propia,1,gobierno,1,1,1,1
cero_a_200,9,pago_todos,coche_nuevo,1437,100_a_500,4_a_7,2,hombre_soltero,,3,sin_activos,29,,propia,1,gobierno,1,0,1,0
sin_cuenta,42,no_ha_pagado,mobiliario,4042,500_a_1000,1_a_4,4,hombre_soltero,,4,bienes_raices,36,,propia,2,gobierno,1,1,1,1
sin_cuenta,9,pago_algun_credito,colegiaturas,3832,,mas_de_7,1,hombre_soltero,,4,bienes_raices,64,,propia,1,obrero,1,0,1,1
menor_a_cero,24,pago_algun_credito,TV,3660,menor_100,1_a_4,2,mujer_no_soltera,,4,otro_tipo,28,,propia,1,gobierno,1,0,1,1
menor_a_cero,18,pago_todos,mobiliario,1553,menor_100,1_a_4,4,hombre_soltero,,3,otro_tipo,44,bancario,propia,1,gobierno,1,0,1,0
cero_a_200,15,pago_algun_credito,TV,1444,,menor_a_1,4,hombre_soltero,,1,seguro_vida,23,,propia,1,gobierno,1,0,1,1
sin_cuenta,9,pago_algun_credito,mobiliario,1980,menor_100,menor_a_1,2,mujer_no_soltera,,2,otro_tipo,19,,renta,2,gobierno,1,0,1,0
cero_a_200,24,pago_algun_credito,coche_nuevo,1355,menor_100,menor_a_1,3,mujer_no_soltera,,4,otro_tipo,25,,propia,1,obrero,1,1,1,0
sin_cuenta,12,pago_algun_credito,colegiaturas,1393,menor_100,mas_de_7,4,hombre_soltero,,4,seguro_vida,47,bancario,propia,3,gobierno,2,1,1,1
sin_cuenta,24,pago_algun_credito,TV,1376,500_a_1000,4_a_7,4,mujer_no_soltera,,1,otro_tipo,28,,propia,1,gobierno,1,0,1,1
sin_cuenta,60,pago_retrasado,TV,15653,menor_100,4_a_7,2,hombre_soltero,,4,otro_tipo,21,,propia,2,gobierno,1,1,1,1
sin_cuenta,12,pago_algun_credito,TV,1493,menor_100,menor_a_1,4,mujer_no_soltera,,3,otro_tipo,34,,propia,1,gobierno,2,0,1,1
menor_a_cero,42,pago_retrasado,TV,4370,menor_100,4_a_7,3,hombre_soltero,,2,seguro_vida,26,bancario,propia,2,gobierno,2,1,1,0
menor_a_cero,18,pago_algun_credito,colegiaturas,750,menor_100,desempleado,4,mujer_no_soltera,,1,bienes_raices,27,,propia,1,desempleado,1,0,1,0
cero_a_200,15,pago_algun_credito,reparaciones,1308,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,38,,propia,2,obrero,1,0,1,1
sin_cuenta,15,pago_algun_credito,colegiaturas,4623,100_a_500,1_a_4,3,hombre_soltero,,2,seguro_vida,40,,propia,1,administrativo,1,1,1,0
sin_cuenta,24,no_ha_pagado,TV,1851,menor_100,4_a_7,4,hombre_divorciado,aval,2,otro_tipo,33,,propia,2,gobierno,1,1,1,1
menor_a_cero,18,no_ha_pagado,TV,1880,menor_100,4_a_7,4,hombre_divorciado,,1,seguro_vida,32,,propia,2,administrativo,1,1,1,1
sin_cuenta,36,pago_retrasado,poner_negocio,7980,,menor_a_1,4,hombre_soltero,,4,otro_tipo,27,,renta,2,gobierno,1,1,1,0
menor_a_cero,30,sin_creditos,mobiliario,4583,menor_100,1_a_4,2,hombre_divorciado,aval,2,bienes_raices,32,,propia,2,gobierno,1,0,1,1
sin_cuenta,12,pago_algun_credito,coche_nuevo,1386,500_a_1000,1_a_4,2,mujer_no_soltera,,2,seguro_vida,26,,propia,1,gobierno,1,0,1,0
mas_de_200,24,pago_algun_credito,coche_nuevo,947,menor_100,4_a_7,4,hombre_soltero,,3,sin_activos,38,bancario,prestada,1,gobierno,2,0,1,0
menor_a_cero,12,pago_algun_credito,colegiaturas,684,menor_100,1_a_4,4,hombre_soltero,,4,otro_tipo,40,,renta,1,obrero,2,0,1,0
menor_a_cero,48,pago_algun_credito,colegiaturas,7476,menor_100,4_a_7,4,hombre_soltero,,1,sin_activos,50,,prestada,1,administrativo,1,1,1,1
cero_a_200,12,pago_algun_credito,mobiliario,1922,menor_100,1_a_4,4,hombre_soltero,,2,seguro_vida,37,,propia,1,obrero,1,0,1,0
menor_a_cero,24,pago_algun_credito,coche_nuevo,2303,menor_100,mas_de_7,4,hombre_soltero,,1,bienes_raices,45,,propia,1,gobierno,1,0,1,0
cero_a_200,36,pago_retrasado,coche_nuevo,8086,100_a_500,mas_de_7,2,hombre_soltero,,4,otro_tipo,42,,propia,4,administrativo,1,1,1,0
sin_cuenta,24,no_ha_pagado,coche_usado,2346,menor_100,4_a_7,4,hombre_soltero,,3,otro_tipo,35,,propia,2,gobierno,1,1,1,1
menor_a_cero,14,pago_algun_credito,coche_nuevo,3973,menor_100,desempleado,1,hombre_soltero,,4,sin_activos,22,,prestada,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,coche_nuevo,888,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,41,bancario,propia,1,obrero,2,0,1,0
sin_cuenta,48,pago_algun_credito,TV,10222,,4_a_7,4,hombre_soltero,,3,otro_tipo,37,departamental,propia,1,gobierno,1,1,1,1
cero_a_200,30,sin_creditos,poner_negocio,4221,menor_100,1_a_4,2,mujer_no_soltera,,1,otro_tipo,28,,propia,2,gobierno,1,0,1,1
cero_a_200,18,no_ha_pagado,mobiliario,6361,menor_100,mas_de_7,2,hombre_soltero,,1,sin_activos,41,,propia,1,gobierno,1,1,1,1
mas_de_200,12,pago_algun_credito,TV,1297,menor_100,1_a_4,3,hombre_divorciado,,4,bienes_raices,23,,renta,1,gobierno,1,0,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,900,,1_a_4,4,hombre_divorciado,,2,otro_tipo,23,,propia,1,gobierno,1,0,1,0
sin_cuenta,21,pago_algun_credito,mobiliario,2241,menor_100,mas_de_7,4,hombre_soltero,,2,bienes_raices,50,,propia,2,gobierno,1,0,1,1
cero_a_200,6,pago_retrasado,mobiliario,1050,menor_100,desempleado,4,hombre_soltero,,1,seguro_vida,35,departamental,propia,2,administrativo,1,1,1,1
mas_de_200,6,no_ha_pagado,colegiaturas,1047,menor_100,1_a_4,2,mujer_no_soltera,,4,seguro_vida,50,,propia,1,obrero,1,0,1,1
sin_cuenta,24,no_ha_pagado,otros,6314,menor_100,desempleado,4,hombre_soltero,,2,sin_activos,27,bancario,propia,2,administrativo,1,1,1,1
cero_a_200,30,pago_todos,mobiliario,3496,mas_de_1000,1_a_4,4,hombre_soltero,,2,otro_tipo,34,departamental,propia,1,gobierno,2,1,1,1
sin_cuenta,48,pago_todos,poner_negocio,3609,menor_100,1_a_4,1,mujer_no_soltera,,1,bienes_raices,27,departamental,propia,1,gobierno,1,0,1,1
menor_a_cero,12,no_ha_pagado,coche_nuevo,4843,menor_100,mas_de_7,3,hombre_soltero,,4,seguro_vida,43,,renta,2,gobierno,1,1,1,0
mas_de_200,30,no_ha_pagado,TV,3017,menor_100,mas_de_7,4,hombre_soltero,,4,seguro_vida,47,,propia,1,gobierno,1,0,1,1
sin_cuenta,24,no_ha_pagado,poner_negocio,4139,100_a_500,1_a_4,3,hombre_soltero,,3,seguro_vida,27,,propia,2,obrero,1,1,1,1
sin_cuenta,36,pago_algun_credito,poner_negocio,5742,100_a_500,4_a_7,2,hombre_soltero,,2,otro_tipo,31,,propia,2,gobierno,1,1,1,1
sin_cuenta,60,pago_algun_credito,coche_nuevo,10366,menor_100,mas_de_7,2,hombre_soltero,,4,seguro_vida,42,,propia,1,administrativo,1,1,1,1
sin_cuenta,6,no_ha_pagado,coche_nuevo,2080,500_a_1000,1_a_4,1,hombre_divorciado,,2,otro_tipo,24,,propia,1,gobierno,1,0,1,1
sin_cuenta,21,pago_retrasado,poner_negocio,2580,500_a_1000,menor_a_1,4,hombre_soltero,,2,bienes_raices,41,bancario,propia,1,obrero,2,0,1,0
sin_cuenta,30,no_ha_pagado,TV,4530,menor_100,4_a_7,4,mujer_no_soltera,,4,otro_tipo,26,,renta,1,administrativo,1,1,1,1
sin_cuenta,24,no_ha_pagado,mobiliario,5150,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,33,,propia,1,gobierno,1,1,1,1
cero_a_200,72,pago_algun_credito,TV,5595,100_a_500,1_a_4,2,hombre_divorciado,,2,otro_tipo,24,,propia,1,gobierno,1,0,1,0
menor_a_cero,24,pago_algun_credito,TV,2384,menor_100,mas_de_7,4,hombre_soltero,,4,bienes_raices,64,bancario,renta,1,obrero,1,0,1,1
sin_cuenta,18,pago_algun_credito,TV,1453,menor_100,menor_a_1,3,mujer_no_soltera,,1,bienes_raices,26,,propia,1,gobierno,1,0,1,1
sin_cuenta,6,pago_algun_credito,colegiaturas,1538,menor_100,menor_a_1,1,mujer_no_soltera,,2,sin_activos,56,,propia,1,gobierno,1,0,1,1
sin_cuenta,12,pago_algun_credito,TV,2279,,1_a_4,4,hombre_soltero,,4,sin_activos,37,,prestada,1,gobierno,1,1,1,1
sin_cuenta,15,pago_retrasado,TV,1478,menor_100,1_a_4,4,hombre_divorciado,,3,bienes_raices,33,bancario,propia,2,gobierno,1,0,1,1
sin_cuenta,24,no_ha_pagado,TV,5103,menor_100,menor_a_1,3,hombre_divorciado,,3,sin_activos,47,,prestada,3,gobierno,1,1,1,1
cero_a_200,36,pago_retrasado,poner_negocio,9857,100_a_500,4_a_7,1,hombre_soltero,,3,seguro_vida,31,,propia,2,obrero,2,1,1,1
sin_cuenta,60,pago_algun_credito,coche_nuevo,6527,,1_a_4,4,hombre_soltero,,4,sin_activos,34,,prestada,1,gobierno,2,1,1,1
mas_de_200,10,no_ha_pagado,TV,1347,,4_a_7,4,hombre_soltero,,2,seguro_vida,27,,propia,2,gobierno,1,1,1,1
cero_a_200,36,pago_retrasado,coche_nuevo,2862,100_a_500,mas_de_7,4,hombre_soltero,,3,sin_activos,30,,prestada,1,gobierno,1,0,1,1
