satisfaccion,evaluacion,proyectos,promedio_horas_mes,semestre,accidente,renunciar,ascenso_5years,departamento,salario
4.8,8.1,4,149,2,0,0,0,administración,medio
6.9,5.6,4,149,3,0,0,0,informática,medio
4,8.9,2,165,3,0,0,0,informática,medio
7.2,8,3,222,3,0,0,0,informática,medio
7.5,8.4,5,222,3,1,0,0,informática,medio
5,7.7,3,265,3,0,0,0,informática,medio
7.8,5,5,247,4,0,0,0,desarrollo de producto,medio
7.6,4.5,4,147,2,0,0,0,desarrollo de producto,medio
9.4,5.2,3,273,3,0,0,0,desarrollo de producto,alto
2.4,9.4,6,144,4,0,0,0,desarrollo de producto,bajo
9.9,6.6,3,181,2,0,0,0,informática,medio
6.7,6.4,3,198,2,1,0,0,administración,medio
7.6,5.7,5,255,4,0,0,0,administración,medio
7.6,7.7,4,169,10,0,0,0,administración,medio
5.5,6.4,4,201,10,1,0,0,administración,medio
7.4,6,4,274,10,1,0,0,administración,medio
8.1,8.5,4,134,10,1,0,0,administración,medio
9.8,6.7,3,190,10,0,0,0,informática,medio
9.8,9.8,4,170,10,0,0,0,informática,medio
5.8,9.1,3,154,10,0,0,0,desarrollo de producto,alto
1.8,7.5,3,142,2,0,0,0,desarrollo de producto,bajo
5.7,6.7,5,235,2,0,0,0,desarrollo de producto,bajo
7,6.2,3,110,3,0,0,0,desarrollo de producto,bajo
4.9,7.7,3,211,3,0,0,0,informática,alto
7,5.6,4,214,3,0,0,1,administración,medio
1.6,9.3,5,210,7,0,0,1,administración,medio
5.8,5.9,3,207,7,0,0,1,administración,medio
6.6,5.7,4,161,7,0,0,1,administración,medio
5.1,5.5,2,102,7,0,0,1,administración,medio
4.8,8.4,4,186,7,0,0,1,administración,medio
5.6,7.1,3,211,6,0,0,1,mercadotecnia,bajo
8.1,6.2,3,240,6,0,0,1,ventas,bajo
5.7,7,4,237,6,0,0,0,contabilidad,bajo
6.6,5.3,3,164,6,0,0,0,soporte,bajo
2.2,9.1,6,222,8,0,0,0,mantenimiento,bajo
9.6,7.1,3,205,8,1,0,0,administración,medio
8.7,8.8,4,140,8,0,0,0,mercadotecnia,medio
6.1,4.2,2,103,8,0,0,0,mercadotecnia,medio
6.6,8.5,3,178,8,1,0,0,mercadotecnia,medio
9,5.1,4,137,6,0,0,0,ventas,medio
6.4,6.7,3,143,6,0,0,0,ventas,medio
7.6,8.2,4,170,6,0,0,0,ventas,medio
9.7,4.1,5,135,6,0,0,0,ventas,medio
6.9,7.6,3,174,6,0,0,0,ventas,medio
9.8,5.5,3,166,6,1,0,0,ventas,medio
1.8,6.1,5,174,6,0,0,0,ventas,medio
6.2,9.1,3,251,10,0,0,0,ventas,medio
2.9,3.7,6,187,10,1,0,0,ventas,alto
8.7,4.8,5,170,3,0,0,0,ventas,bajo
9.1,6.4,3,241,10,0,0,0,ventas,medio
5.3,7.9,3,221,10,1,0,0,ventas,medio
6.9,7.3,4,257,10,1,0,0,ventas,medio
1.4,5.8,4,275,10,0,0,0,ventas,medio
7,7.7,4,245,2,0,0,0,ventas,bajo
7.7,7.5,6,246,6,0,0,0,ventas,bajo
7.7,7.6,6,263,6,0,0,0,ventas,bajo
7.6,9.9,3,133,4,0,0,0,ventas,bajo
6.6,4.9,4,157,3,0,0,0,ventas,bajo
5,9.5,3,198,4,0,0,0,contabilidad,bajo
5.7,9,5,145,3,0,0,0,contabilidad,bajo
9.7,6.2,6,118,2,0,0,0,contabilidad,bajo
2.6,9.9,5,184,5,0,0,0,recursos humanos,bajo
7.2,6.2,3,243,2,1,0,0,recursos humanos,bajo
8.3,9.3,3,247,2,0,0,0,recursos humanos,bajo
5.5,4,3,158,3,0,0,0,recursos humanos,bajo
7.7,7.4,5,243,2,0,0,0,mantenimiento,bajo
2.4,6.3,4,203,5,0,0,0,mantenimiento,bajo
8,9.6,3,161,3,0,0,0,mantenimiento,bajo
5,5.9,4,214,3,1,0,0,mantenimiento,bajo
6.6,5.9,4,179,3,0,0,0,mantenimiento,bajo
6.6,7.7,4,188,2,0,0,0,mantenimiento,bajo
6.6,8.1,3,174,3,0,0,0,mantenimiento,bajo
9.6,8.3,3,177,4,0,0,0,mantenimiento,bajo
7.5,9.4,5,194,4,0,0,0,mantenimiento,bajo
7.8,7.7,3,244,2,0,0,0,mantenimiento,medio
5.7,8.2,4,269,2,0,0,0,mantenimiento,medio
7.8,6.8,2,159,3,1,0,0,soporte,medio
5.7,8.8,4,140,2,0,0,0,soporte,medio
8.4,5.6,5,224,2,0,0,0,soporte,medio
2.3,9.4,5,242,4,0,0,0,soporte,medio
5.3,3.7,3,180,3,0,0,0,soporte,medio
8.2,7.1,3,150,3,0,0,0,soporte,medio
5.9,6.4,5,269,3,0,0,0,soporte,medio
5,5.2,2,178,2,0,0,0,soporte,medio
10,7.4,2,187,3,0,0,0,soporte,medio
9.4,6.1,3,140,2,0,0,0,soporte,medio
8.6,6.1,4,193,2,0,0,0,soporte,alto
7.3,4.9,4,243,2,0,0,0,mantenimiento,bajo
4.9,9.4,3,144,3,1,0,0,mantenimiento,medio
7.9,7.3,2,147,2,0,0,0,mantenimiento,medio
8.3,5,6,165,3,0,0,0,administración,medio
8.5,6.7,3,176,2,0,0,0,informática,medio
6.5,3.7,3,170,6,0,0,0,informática,bajo
9.4,6.5,4,213,2,1,0,0,informática,bajo
7.6,8.1,4,242,2,0,0,0,informática,bajo
7.7,5.4,4,139,3,1,0,0,informática,bajo
7.7,9.1,4,239,3,1,0,0,desarrollo de producto,bajo
5.9,6.4,5,123,2,0,0,0,desarrollo de producto,bajo
6.9,9,3,185,4,0,0,0,desarrollo de producto,bajo
5.1,8.5,4,186,2,0,0,0,desarrollo de producto,bajo
8,6.7,3,178,3,0,0,0,informática,bajo
9.8,7,3,153,10,0,0,0,administración,alto
6.9,7.2,4,185,10,1,0,0,administración,alto
1.4,7.6,4,142,10,0,0,0,administración,alto
9.5,9,4,221,10,1,0,0,administración,alto
5.3,6.1,3,148,10,0,0,0,administración,alto
6.4,5.2,5,258,10,1,0,0,administración,alto
5.1,7.3,4,229,3,0,0,0,ventas,bajo
3.6,7.3,2,111,2,0,0,0,ventas,bajo
6.2,9.7,2,271,3,0,0,0,ventas,bajo
9.8,5.8,4,133,3,0,0,0,ventas,bajo
5.3,7,4,223,3,0,0,0,ventas,bajo
8,9.5,4,272,2,0,0,0,ventas,bajo
7.3,7.7,3,233,3,0,0,0,ventas,medio
8.2,8,3,162,3,0,0,0,ventas,medio
6.2,7.5,5,165,4,0,0,0,ventas,medio
8.7,4.8,5,242,3,0,0,0,ventas,medio
4.3,6.5,4,124,2,0,0,0,ventas,medio
5.7,6,2,163,3,0,0,0,ventas,medio
9.1,7.7,3,144,3,0,0,0,ventas,medio
7.5,5.9,5,149,4,0,0,0,ventas,medio
7.6,8,5,217,2,0,0,0,ventas,medio
8.5,4.9,4,139,2,0,0,0,ventas,medio
5.6,6.7,3,270,2,0,0,0,ventas,medio
8.6,8.4,3,177,3,0,0,0,ventas,medio
2.1,4.3,5,175,2,1,0,0,ventas,alto
9.4,5.9,3,151,2,0,0,0,ventas,bajo
9.8,7.4,3,185,3,0,0,0,ventas,medio
4.2,4.5,3,227,3,0,0,0,ventas,medio
9.8,8.9,4,218,2,0,0,0,ventas,medio
10,9.3,5,167,3,0,0,0,ventas,medio
9.5,5.2,3,183,2,1,0,0,ventas,bajo
9.5,5,4,259,3,0,0,0,ventas,bajo
6.8,5.3,3,138,2,1,0,0,ventas,bajo
6.4,3.8,5,122,4,0,0,0,ventas,bajo
2.4,6.2,6,225,6,0,0,0,ventas,bajo
3.7,7.2,3,121,2,0,0,0,ventas,bajo
6.7,4,4,274,3,0,0,0,ventas,bajo
8.6,8.9,4,153,4,0,0,0,ventas,bajo
4.3,3.8,3,119,2,0,0,0,ventas,bajo
6.7,6.7,4,141,2,1,0,0,ventas,bajo
9.2,6,4,161,3,0,0,0,informática,bajo
4.3,4.6,2,186,2,0,0,0,desarrollo de producto,bajo
5.2,8,3,252,4,0,0,0,desarrollo de producto,bajo
1.6,4.2,3,182,3,1,0,0,desarrollo de producto,bajo
4.9,6,4,264,2,1,0,0,desarrollo de producto,bajo
3.7,6.3,4,167,3,0,0,0,informática,bajo
9.8,6.8,5,171,3,0,0,0,administración,alto
3.3,9.7,5,130,4,0,0,0,administración,alto
1.4,7.9,5,271,4,0,0,0,administración,alto
5.4,7.9,5,249,3,1,0,0,administración,alto
6.3,4.8,4,180,4,0,0,0,administración,alto
5.5,6.9,4,220,3,1,0,0,administración,alto
8.4,5.3,3,210,4,1,0,0,mercadotecnia,medio
5.1,9.7,4,258,2,0,0,0,ventas,medio
1.5,7.5,3,150,4,0,0,1,contabilidad,medio
9.7,7.9,5,259,3,0,0,1,soporte,medio
6.7,6.9,3,231,3,0,0,1,mantenimiento,medio
4.8,6.7,4,220,3,0,0,1,administración,medio
6.9,5.8,4,149,3,0,0,1,mercadotecnia,medio
6,6.2,3,238,4,0,0,1,mercadotecnia,medio
8.2,7.1,2,209,5,0,0,1,mercadotecnia,medio
8.6,9.5,4,149,3,0,0,1,ventas,medio
6.9,5.9,4,264,3,0,0,0,ventas,medio
8.7,8.7,5,207,2,0,0,0,ventas,alto
1.7,7.8,3,239,6,0,0,0,ventas,bajo
9.4,5.1,6,239,5,0,0,0,ventas,medio
5,10,4,258,3,0,0,0,ventas,medio
1.6,7.2,3,203,3,0,0,0,ventas,medio
8.9,9.9,2,258,3,0,0,0,ventas,medio
6.9,5.1,3,257,3,1,0,0,informática,bajo
5,5.1,5,134,3,0,0,0,desarrollo de producto,bajo
1.6,4.6,6,240,2,0,0,0,desarrollo de producto,bajo
7.5,9.9,2,237,5,1,0,0,desarrollo de producto,bajo
6.4,6.6,5,157,2,0,0,0,desarrollo de producto,bajo
7.8,4.3,4,275,3,0,0,0,informática,bajo
8.1,7.4,2,228,3,0,0,0,administración,alto
5.5,5.8,3,254,2,0,0,0,administración,alto
5.3,5.3,4,257,2,0,0,0,administración,alto
6.9,7.3,3,231,2,1,0,0,administración,alto
8,5.3,3,217,3,0,0,0,administración,alto
7.7,9.8,3,286,6,0,0,0,administración,alto
8.4,8,4,236,3,0,0,0,mercadotecnia,bajo
6.4,5.5,4,215,2,0,0,0,ventas,bajo
7.8,5.7,4,157,3,0,0,0,contabilidad,bajo
6.7,7,3,149,3,0,0,0,soporte,bajo
8.1,7.7,3,221,2,0,0,0,mantenimiento,bajo
9.1,8.2,4,238,2,0,0,0,administración,bajo
7.5,8.9,6,250,2,0,0,0,mercadotecnia,medio
7.8,9.6,3,202,4,1,0,0,mercadotecnia,medio
5.4,5.2,4,173,2,0,0,0,mercadotecnia,medio
7.7,7.1,5,250,3,1,0,0,ventas,medio
8.9,6.3,4,270,3,1,0,0,ventas,medio
1.6,9.8,3,232,5,0,0,0,ventas,medio
7.7,9.9,4,260,3,0,0,0,ventas,medio
6.9,4.8,5,232,4,0,0,0,ventas,medio
6.1,8.1,4,134,3,0,0,0,ventas,medio
5.9,8.1,4,189,3,0,0,0,ventas,medio
5.8,8,4,113,3,0,0,0,informática,medio
8.8,6.7,5,264,3,0,0,0,desarrollo de producto,medio
5.1,6.3,5,260,2,0,0,0,desarrollo de producto,alto
3.1,7,3,132,3,0,0,0,desarrollo de producto,bajo
5.2,5.2,4,168,3,0,0,0,desarrollo de producto,medio
5.7,4.6,3,186,3,1,0,0,informática,medio
5,7.7,3,267,2,0,0,0,administración,alto
7.4,6.3,3,180,3,0,0,0,administración,alto
7.4,7.7,3,211,3,0,0,0,administración,alto
8.2,5.1,2,268,2,0,0,0,administración,alto
7.4,7.1,3,206,3,0,0,0,administración,alto
2,5.9,6,113,3,0,0,0,administración,alto
6.3,4.8,4,179,3,0,0,0,mercadotecnia,bajo
1.9,8,6,157,6,1,0,0,ventas,bajo
4,6.2,4,127,5,0,0,0,contabilidad,bajo
7.1,3.7,2,179,5,0,0,1,soporte,bajo
8.4,7.3,4,197,3,0,0,1,mantenimiento,bajo
5.9,8.4,4,251,4,1,0,1,administración,bajo
5.7,8.5,4,250,3,1,0,1,mercadotecnia,bajo
8.1,6.1,2,176,5,0,0,1,mercadotecnia,bajo
8,7,4,246,3,0,0,1,mercadotecnia,bajo
4.9,6.6,3,155,3,0,0,1,ventas,bajo
5.5,6.4,3,178,2,0,0,1,ventas,bajo
6.8,4,3,213,5,1,0,1,ventas,bajo
5.5,6.7,3,150,2,0,0,1,ventas,bajo
5.9,6.2,3,166,2,0,0,0,ventas,bajo
9.1,8,5,169,4,0,0,0,ventas,bajo
4.8,9,4,208,3,0,0,0,ventas,bajo
8.4,6.6,3,209,2,0,0,0,ventas,bajo
7.3,5.4,4,167,3,0,0,0,informática,medio
2.8,5.9,6,281,3,0,0,0,desarrollo de producto,medio
7.7,6.5,3,156,4,0,0,0,desarrollo de producto,medio
6.7,6.5,3,265,3,0,0,0,desarrollo de producto,medio
5,5.3,3,142,3,1,0,0,desarrollo de producto,medio
3.2,4.7,3,143,4,0,0,0,informática,medio
5.7,7.8,3,134,3,0,0,0,Investigación,medio
5.1,8,5,268,3,0,0,0,Investigación,medio
6.1,6,3,255,2,0,0,0,Investigación,medio
8.3,7.3,4,157,2,0,0,0,Investigación,medio
8.7,9.7,5,151,3,0,0,0,Investigación,medio
7,6.3,3,157,2,0,0,0,Investigación,medio
7.8,6.5,3,139,3,0,0,0,mercadotecnia,alto
7.1,5.3,4,196,2,1,0,0,ventas,bajo
6.8,9.9,3,159,2,0,0,0,contabilidad,medio
7.5,5.3,4,224,4,1,0,0,soporte,medio
7,5.3,3,215,7,1,0,0,mantenimiento,medio
5.9,9.4,5,157,7,1,0,0,administración,medio
6.4,8.7,4,157,7,0,0,0,mercadotecnia,bajo
6.1,8.8,5,146,7,1,0,0,mercadotecnia,bajo
7.7,4.9,2,286,7,0,0,0,mercadotecnia,bajo
5.1,6.4,3,203,3,0,0,0,ventas,bajo
4.9,4.9,3,168,7,0,0,0,ventas,bajo
7.7,7.5,3,170,7,0,0,0,ventas,bajo
3.1,8.6,3,266,7,0,0,0,ventas,bajo
5.4,7.6,3,183,3,0,0,0,ventas,bajo
5.6,6.6,4,264,3,0,0,0,ventas,bajo
6.5,7.7,4,205,3,0,0,0,ventas,bajo
4.9,3.6,2,192,3,0,0,0,ventas,bajo
8.2,7.9,3,176,3,0,0,0,mantenimiento,bajo
6,5.2,3,183,2,0,0,0,soporte,bajo
6.4,6.3,3,156,6,1,0,0,soporte,bajo
7,6.8,3,150,3,0,0,0,soporte,bajo
6.5,8.9,4,204,8,1,0,0,soporte,bajo
6.9,7.8,5,131,8,0,0,0,soporte,bajo
9.3,7.4,5,248,8,1,0,0,soporte,bajo
5.5,5.2,4,168,8,0,0,0,soporte,bajo
7.5,8.7,4,146,8,1,0,0,soporte,bajo
4.7,4.3,4,246,3,0,0,0,soporte,bajo
7.2,8.8,5,216,10,1,0,0,soporte,medio
5.9,9.2,3,203,10,0,0,0,soporte,medio
9.8,4.9,3,199,10,0,0,0,mantenimiento,medio
3.9,5.2,2,102,8,0,0,0,mantenimiento,medio
9.3,8.7,4,139,8,0,0,0,mantenimiento,medio
7.1,9.7,5,208,8,1,0,0,administración,medio
4.9,5.4,4,215,4,0,0,0,informática,medio
6.3,9.3,4,233,3,0,0,0,informática,medio
4.5,6.4,3,169,10,0,0,0,informática,medio
7.7,6.4,3,190,10,1,0,0,informática,medio
7.7,6.3,4,236,7,0,0,0,informática,medio
5,9.2,4,266,7,0,0,0,desarrollo de producto,medio
4.5,4.2,4,156,7,0,0,0,desarrollo de producto,alto
8.1,4.7,4,153,7,0,0,0,desarrollo de producto,bajo
8.3,6.7,3,175,3,0,0,0,desarrollo de producto,medio
4.7,7.6,6,174,10,0,0,0,informática,medio
2.5,8.9,4,154,10,0,0,0,administración,alto
8.9,5.5,5,251,10,0,0,0,administración,alto
9.7,5.7,3,164,10,0,0,0,administración,alto
6,6.5,2,225,10,0,0,0,administración,alto
6.7,7.2,2,134,10,0,0,0,administración,alto
8.9,7.7,3,144,3,0,0,0,administración,alto
6,9.1,5,211,3,0,0,0,ventas,bajo
6.4,7.9,4,139,3,0,0,0,ventas,bajo
5.7,6.6,3,268,3,0,0,0,ventas,bajo
5.6,9.8,5,171,3,1,0,0,ventas,bajo
6,9,4,260,2,0,0,0,ventas,medio
1.7,6.6,6,224,3,0,0,0,ventas,medio
7.4,4.9,4,233,3,0,0,0,ventas,medio
4.4,4.1,3,125,7,0,0,0,ventas,medio
5.1,8.9,4,233,7,0,0,0,ventas,medio
8.6,5.7,3,162,7,0,0,0,ventas,medio
9.6,4.8,4,198,7,0,0,0,ventas,medio
8.7,8.2,4,198,7,0,0,0,ventas,medio
5.8,7.9,3,243,3,1,0,0,ventas,medio
2.4,5.6,4,281,7,0,0,0,ventas,medio
4.2,8,4,259,7,1,0,0,ventas,medio
6.5,9.4,4,184,7,0,0,0,ventas,medio
7.3,9.2,6,189,3,1,0,0,ventas,medio
6.3,6,4,258,3,0,0,0,ventas,medio
9.5,4.8,4,225,3,0,0,0,ventas,medio
5.2,8.3,5,145,3,0,0,0,ventas,medio
9.6,5.5,3,164,3,0,0,0,ventas,medio
6.6,5.1,4,254,2,0,0,0,ventas,medio
9.8,4.4,4,154,6,1,0,0,ventas,medio
5.6,7.9,5,248,3,0,0,0,ventas,medio
9.7,5.4,3,154,8,1,0,0,ventas,medio
7.2,9.2,3,242,8,0,0,0,ventas,medio
7.4,7.8,4,194,8,0,0,0,ventas,medio
2,6,5,261,8,0,0,0,ventas,medio
7.3,5.6,3,245,8,0,0,0,ventas,medio
7.6,7.9,3,247,3,0,0,0,ventas,bajo
6.5,5.4,4,147,10,0,0,0,ventas,bajo
6.6,5,3,139,10,1,0,0,ventas,bajo
9.6,9.7,6,137,10,0,0,0,ventas,bajo
5.7,5.5,4,177,8,0,0,0,ventas,bajo
6.1,8.2,4,184,8,0,0,0,informática,bajo
5.7,6.9,3,212,8,0,0,0,desarrollo de producto,bajo
5.9,4.7,3,159,4,0,0,0,desarrollo de producto,bajo
9.2,6.8,4,178,3,0,0,0,desarrollo de producto,bajo
7.9,5.6,3,149,10,0,0,0,desarrollo de producto,bajo
9.5,6.6,4,223,10,0,0,0,informática,bajo
2.4,8.1,6,263,7,0,0,0,administración,alto
4.9,5.2,4,161,7,0,0,0,administración,alto
4.9,6.8,3,192,7,0,0,0,administración,alto
9.7,5.1,5,215,7,0,0,0,administración,alto
5.5,7.8,4,261,3,0,0,0,administración,alto
7.6,5.6,5,222,10,0,0,0,administración,alto
5.3,9.9,3,223,10,0,0,0,mercadotecnia,bajo
5.1,8.6,3,182,10,0,0,0,ventas,bajo
5.7,9.3,2,204,10,0,0,0,contabilidad,bajo
5.8,9.1,3,195,10,0,0,0,soporte,bajo
6,9.8,4,146,10,0,0,0,mantenimiento,bajo
6.5,7.4,4,233,4,1,0,0,administración,bajo
9.1,7.5,2,147,3,0,0,0,mercadotecnia,bajo
6.5,5.5,3,156,5,0,0,0,mercadotecnia,bajo
1.8,4.9,3,240,2,1,0,0,mercadotecnia,bajo
6.6,9,4,177,7,0,0,0,ventas,bajo
7.8,8,3,135,7,0,0,0,ventas,medio
8.2,6.5,5,178,7,1,0,0,ventas,medio
5.4,6.4,3,190,7,0,0,0,ventas,medio
9.5,8.4,3,240,7,0,0,0,ventas,medio
6.5,8.5,4,172,3,0,0,0,ventas,medio
8.3,5.5,3,271,7,0,0,0,ventas,medio
1.5,6,5,188,7,0,0,0,ventas,medio
5.9,5.9,4,197,7,0,0,0,informática,medio
9.9,9.4,5,151,3,0,0,0,desarrollo de producto,medio
7.6,7.2,3,263,3,0,0,0,desarrollo de producto,medio
6.4,6.7,2,223,3,0,0,0,desarrollo de producto,medio
9.5,7.5,4,151,3,0,0,0,desarrollo de producto,medio
5.3,6.6,3,191,3,0,0,0,informática,alto
5.9,5,2,162,2,0,0,0,administración,alto
6.9,8.6,5,195,6,0,0,0,administración,alto
5,4.9,4,222,3,0,0,0,administración,alto
8.9,9.6,3,179,8,0,0,0,administración,alto
5.6,3.9,3,106,8,0,0,0,administración,alto
7.7,6.8,3,214,8,1,0,0,administración,alto
1.5,7.5,3,259,8,1,0,0,mercadotecnia,alto
8.8,5.8,3,145,8,0,0,0,ventas,bajo
8.9,8.6,4,153,3,0,0,0,contabilidad,bajo
6.5,5.2,2,117,10,1,0,0,soporte,bajo
5.8,9.9,3,207,10,0,0,0,mantenimiento,bajo
5.6,8.5,3,265,10,1,0,0,administración,bajo
2.5,7.2,5,279,8,0,0,0,mercadotecnia,bajo
8.7,8.9,4,225,8,0,0,0,mercadotecnia,bajo
6.2,4,3,158,8,1,0,0,mercadotecnia,bajo
7.2,7.5,4,211,4,0,0,0,ventas,medio
4.9,9.4,4,175,3,0,0,0,ventas,medio
5.7,9.1,4,224,10,0,0,0,ventas,medio
6.3,6.5,3,190,10,0,0,0,ventas,medio
9.1,6.3,5,240,7,0,0,0,ventas,medio
7,6.8,5,225,7,0,0,0,ventas,medio
6.6,9.5,5,192,7,0,0,0,ventas,medio
7.7,4.8,5,262,7,0,0,0,informática,medio
6.8,9.7,3,250,3,1,0,0,desarrollo de producto,medio
3.4,4.6,3,155,10,0,0,0,desarrollo de producto,medio
9.7,6.4,4,238,10,1,0,0,desarrollo de producto,medio
5.7,7.5,4,249,10,0,0,0,desarrollo de producto,medio
6.6,6.5,3,272,10,0,0,0,informática,medio
6.8,6.7,4,162,10,0,0,0,administración,alto
4.9,7.8,4,254,10,0,0,0,administración,alto
7.2,6.6,4,184,3,0,0,0,administración,alto
7.7,8.9,4,269,10,0,0,0,administración,alto
7.7,7.3,3,201,10,0,0,0,administración,alto
5.9,7.3,4,247,10,0,0,0,administración,alto
4.1,6.7,6,221,10,0,0,0,mercadotecnia,medio
9.4,6.4,5,247,10,0,0,0,ventas,medio
9.1,6.1,4,135,10,0,0,0,contabilidad,medio
7,8.4,3,260,4,1,0,0,soporte,medio
5.1,5.2,3,188,3,0,0,0,mantenimiento,alto
2.2,7,4,159,5,0,0,0,administración,bajo
6.9,6.5,3,153,2,0,0,0,mercadotecnia,medio
2,6.8,5,167,7,0,0,0,mercadotecnia,medio
9,8.5,3,158,7,0,0,0,mercadotecnia,medio
7.6,8.5,3,180,7,0,0,0,ventas,medio
8.8,5.1,3,211,7,0,0,0,ventas,medio
3.1,6.3,4,104,7,1,0,0,ventas,medio
1.7,6.6,6,174,3,0,0,0,ventas,medio
9.1,7.7,3,195,7,0,0,0,ventas,medio
9.7,3.8,5,211,7,1,0,0,ventas,medio
6.1,7.7,5,232,7,0,0,0,ventas,medio
7.4,6.7,5,216,3,0,0,0,ventas,bajo
6.5,8.2,5,265,3,0,0,0,informática,bajo
8.7,7.3,5,184,3,0,0,0,desarrollo de producto,bajo
5.6,7.1,5,244,3,0,0,0,desarrollo de producto,bajo
7.8,6.9,4,202,3,0,0,0,desarrollo de producto,bajo
7.3,5.7,3,146,2,0,0,0,desarrollo de producto,bajo
6.6,7.8,4,161,6,0,0,0,informática,bajo
1.5,8.1,5,280,3,1,0,0,Investigación,alto
5.2,6.9,5,208,8,1,0,0,Investigación,bajo
4.4,6.6,6,134,8,0,0,0,Investigación,alto
7,7,3,162,8,0,0,0,Investigación,alto
6.3,5.2,5,209,8,1,0,0,Investigación,bajo
8.9,5.9,3,265,8,0,0,0,Investigación,bajo
9.6,8.5,4,173,3,0,0,0,mercadotecnia,alto
9.8,9.9,4,261,10,1,0,0,ventas,bajo
6.2,8.2,3,204,10,0,0,0,contabilidad,medio
6.2,7.3,3,144,10,1,0,0,soporte,alto
6.9,4.3,5,113,8,0,0,0,mantenimiento,medio
5,9.1,4,144,8,0,0,0,administración,medio
7.1,9.3,5,140,8,0,0,0,mercadotecnia,medio
5,6.8,3,245,4,0,0,0,mercadotecnia,medio
9.3,6,3,188,3,0,0,0,mercadotecnia,alto
9.5,7.7,5,199,10,1,0,0,ventas,medio
1.7,6.1,6,154,10,1,0,0,ventas,medio
9.2,6.8,4,138,7,0,0,0,ventas,medio
6.4,4.8,3,147,7,0,0,0,ventas,alto
2.7,4.2,6,173,7,0,0,0,ventas,medio
6.6,8.7,3,223,7,0,0,0,ventas,alto
5.9,6.9,3,200,3,0,0,0,ventas,bajo
9.3,9.8,4,189,10,0,0,0,ventas,medio
5.8,6.7,5,133,10,0,0,0,mantenimiento,medio
9.6,6,3,160,10,0,0,0,soporte,medio
6.9,8.5,3,153,10,0,0,0,soporte,medio
4.1,3.8,4,142,10,1,0,0,soporte,bajo
3.6,4.1,3,167,10,0,0,0,soporte,bajo
7.1,7.8,4,227,2,0,0,0,soporte,bajo
9.4,9,4,144,4,0,0,0,soporte,bajo
5.1,7.6,4,140,3,0,0,0,soporte,bajo
8.3,4.8,4,220,3,1,0,0,soporte,bajo
2.2,6.2,3,180,3,0,0,0,soporte,bajo
6.6,8.9,4,173,4,0,0,0,soporte,bajo
1.4,5.8,3,179,5,0,0,0,soporte,bajo
1.6,9.6,5,137,5,1,0,0,mantenimiento,bajo
8.1,7.8,3,165,3,0,0,0,mantenimiento,alto
7.3,9.4,3,177,3,0,0,0,mantenimiento,bajo
7,5.8,5,168,3,0,0,0,administración,bajo
6.2,7.3,3,245,4,0,0,0,informática,bajo
5,8.3,5,258,2,0,0,0,informática,bajo
7,8.8,3,159,2,0,0,0,informática,alto
5.3,7.3,3,163,3,1,0,0,informática,bajo
8.7,9,3,174,2,0,0,0,informática,bajo
5.9,6,3,214,2,1,0,0,desarrollo de producto,bajo
9.4,6.7,4,191,3,1,0,0,desarrollo de producto,alto
2,5.3,5,272,5,0,0,0,desarrollo de producto,bajo
4.2,4.4,3,183,2,0,0,0,desarrollo de producto,medio
4.3,6.6,4,135,2,0,0,0,informática,alto
4.3,7.6,6,154,2,0,0,0,administración,alto
7.7,8.6,5,238,3,0,0,0,administración,alto
7.6,9.8,2,235,3,0,0,0,administración,alto
8.2,9,3,215,4,0,0,0,administración,alto
7.5,6.6,5,234,2,0,0,0,administración,alto
6.3,9.8,4,187,3,0,0,0,administración,alto
5.1,7.5,3,133,3,0,0,0,ventas,medio
2.3,7,3,123,5,0,0,0,ventas,medio
7.7,5.8,4,202,3,0,0,0,ventas,medio
5.4,6.3,4,140,3,0,0,0,ventas,medio
6.3,8.5,4,182,3,1,0,0,ventas,alto
5.5,4.5,3,179,2,1,0,0,ventas,bajo
3.1,6.3,3,150,3,1,0,0,ventas,medio
9.8,7.4,4,151,3,0,0,0,ventas,medio
1.6,9.5,6,117,7,0,0,0,ventas,medio
5.4,7.8,3,156,7,0,0,0,ventas,medio
7.3,4.8,3,211,7,0,0,0,ventas,medio
1.6,6.3,6,286,7,0,0,1,ventas,medio
5.7,8.2,5,233,7,0,0,1,ventas,medio
8.8,8.8,4,222,3,1,0,1,ventas,medio
9.5,8.1,4,258,7,0,0,1,ventas,medio
9.3,7,5,231,7,0,0,1,ventas,alto
9.1,5.8,3,220,7,0,0,1,ventas,bajo
7.7,8.2,4,134,3,0,0,1,ventas,bajo
2.4,9.4,6,141,3,1,0,0,ventas,bajo
7.4,7.4,5,160,3,1,0,0,ventas,alto
5.3,5.9,4,259,3,0,0,0,ventas,bajo
8.9,7.7,5,232,3,0,0,0,ventas,bajo
2.3,7.7,5,272,2,0,0,0,ventas,bajo
6.9,6.6,3,215,6,0,0,0,ventas,alto
5.2,7.2,4,222,3,0,0,0,ventas,bajo
9,5.8,3,244,8,0,0,0,ventas,bajo
9.2,6.3,5,224,8,1,0,0,ventas,bajo
7.2,5.9,5,200,8,1,0,0,ventas,bajo
9.2,6.1,4,143,8,0,0,0,ventas,bajo
7.9,8.6,5,238,8,0,0,0,ventas,bajo
4.8,8.9,4,145,3,0,0,0,ventas,bajo
